Ticker,Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,RSI,Volatility
AMZN,2025-02-21,223.27999877929688,223.30999755859372,214.7400054931641,216.5800018310547,55323900,,216.5800018310547,216.5800018310547,,
AMZN,2025-02-24,217.4499969482422,217.72000122070312,212.4199981689453,212.7100067138672,42387600,-0.0179,214.64500427246094,214.64500427246094,,
AMZN,2025-02-25,211.6300048828125,213.33999633789065,204.16000366210935,212.8000030517578,58958000,0.0004,214.0300038655599,214.0300038655599,,0.012940054095713818
AMZN,2025-02-26,214.94000244140625,218.16000366210935,213.08999633789065,214.3500061035156,39120600,0.0073,214.11000442504883,214.11000442504883,,0.013022672536772166
AMZN,2025-02-27,218.3500061035156,219.97000122070312,208.3699951171875,208.7400054931641,40548600,-0.0262,213.03600463867187,213.03600463867187,,0.015589098755219945
AMZN,2025-02-28,208.6499938964844,212.6199951171875,206.9900054931641,212.27999877929688,51771700,0.017,212.91000366210938,212.91000366210938,,0.017846764412632336
AMZN,2025-03-03,213.3500061035156,214.00999450683597,202.5500030517578,205.0200042724609,42948400,-0.0342,211.7828608921596,211.7828608921596,,0.02019957095253923
AMZN,2025-03-04,200.1100006103516,206.8000030517578,197.42999267578125,203.8000030517578,60853100,-0.006,210.78500366210938,210.78500366210938,,0.018472901646414276
AMZN,2025-03-05,204.8000030517578,209.97999572753903,203.25999450683597,208.3600006103516,38610100,0.0224,210.51555887858072,210.51555887858072,,0.020296797776989353
AMZN,2025-03-06,204.3999938964844,205.7700042724609,198.3000030517578,200.6999969482422,49863800,-0.0368,209.53400268554688,209.53400268554688,,0.021801650039491152
AMZN,2025-03-07,199.4900054931641,202.2700042724609,192.52999877929688,199.25,59802800,-0.0072,208.59909335049716,208.59909335049716,,0.020557334457560396
AMZN,2025-03-10,195.6000061035156,196.72999572753903,190.8500061035156,194.5399932861328,62350900,-0.0236,207.4275016784668,207.4275016784668,,0.020053133964998634
AMZN,2025-03-11,193.8999938964844,200.17999267578125,193.3999938964844,196.58999633789065,54002900,0.0105,206.5938474214994,206.5938474214994,,0.01997486868011599
AMZN,2025-03-12,200.72000122070312,201.5200042724609,195.2899932861328,198.88999938964844,43679300,0.0117,206.04357256208147,206.04357256208147,30.72,0.019878909065666195
AMZN,2025-03-13,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800,-0.0251,205.23333435058595,205.23333435058595,27.7,0.019745241463187034
AMZN,2025-03-14,197.41000366210935,198.6499938964844,195.32000732421875,197.9499969482422,38096700,0.0209,204.77812576293945,204.77812576293945,35.55,0.020409061946199524
AMZN,2025-03-17,198.7700042724609,199.0,194.32000732421875,195.7400054931641,47341800,-0.0112,204.24647162942324,204.24647162942324,33.96,0.019763417383303592
AMZN,2025-03-18,192.5200042724609,194.0,189.3800048828125,192.82000732421875,40414900,-0.0149,203.6116680569119,203.6116680569119,30.27,0.019253832697138814
AMZN,2025-03-19,193.3800048828125,195.97000122070312,191.9600067138672,195.5399932861328,39442900,0.0141,203.18684306897615,203.18684306897615,37.22,0.019308117430055432
AMZN,2025-03-20,193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,38921100,-0.003,202.77500076293944,202.77500076293944,32.21,0.018772802898208107
AMZN,2025-03-21,192.8999938964844,196.9900054931641,192.5200042724609,196.2100067138672,60056900,0.0065,201.7565010070801,202.4623819986979,39.69,0.01846348530136399
AMZN,2025-03-24,200.0,203.63999938964844,199.9499969482422,203.25999450683597,41625400,0.0359,201.28400039672852,202.4986371127042,49.44,0.020278972126967276
AMZN,2025-03-25,203.6000061035156,206.2100067138672,203.22000122070312,205.7100067138672,31171200,0.0121,200.92950057983398,202.63826187797216,47.15,0.02052143680206268
AMZN,2025-03-26,205.83999633789065,206.00999450683597,199.92999267578125,201.1300048828125,32855300,-0.0223,200.26850051879882,202.57541783650717,50.5,0.02091768579330343
AMZN,2025-03-27,200.88999938964844,203.7899932861328,199.27999877929688,201.3600006103516,27317700,0.0011,199.8995002746582,202.52680114746093,52.5,0.020200455310136995
AMZN,2025-03-28,198.4199981689453,199.25999450683597,191.8800048828125,192.72000122070312,52548200,-0.0429,198.9215003967285,202.14961653489334,48.02,0.02168293046809426
AMZN,2025-03-31,188.19000244140625,191.3300018310547,184.3999938964844,190.25999450683597,63547600,-0.0128,198.18349990844726,201.7092601634838,43.19,0.0206487185788215
AMZN,2025-04-01,187.8600006103516,193.92999267578125,187.1999969482422,192.1699981689453,41267300,0.01,197.60199966430665,201.36857223510742,42.71,0.020856883251036535
AMZN,2025-04-02,187.66000366210935,198.33999633789065,187.66000366210935,196.00999450683597,53679200,0.02,196.98449935913087,201.18379369275323,52.36,0.020711082718400334
AMZN,2025-04-03,183.0,184.1300048828125,176.9199981689453,178.41000366210938,95553600,-0.0898,195.86999969482423,200.42466735839844,33.29,0.027546401044897237
AMZN,2025-04-04,167.14999389648438,178.13999938964844,166.0,171.0,123159400,-0.0415,194.4574996948242,199.4754845403856,30.57,0.028701334555437625
AMZN,2025-04-07,162.0,183.41000366210935,161.3800048828125,175.25999450683594,109327100,0.0249,193.49349975585938,198.71875047683716,36.49,0.029287017062532204
AMZN,2025-04-08,185.22999572753903,185.8999938964844,168.57000732421875,170.66000366210938,87710400,-0.0262,192.1970001220703,197.8684854218454,31.4,0.029427983012950895
AMZN,2025-04-09,172.1199951171875,192.6499938964844,169.92999267578125,191.1000061035156,116804300,0.1198,191.80750045776367,197.66941250071807,47.78,0.04072844085816252
AMZN,2025-04-10,185.44000244140625,186.8699951171875,175.85000610351562,181.22000122070312,68302000,-0.0517,191.17400054931642,197.19942932128907,42.14,0.04196484117373545
AMZN,2025-04-11,179.92999267578125,185.8600006103516,178.0,184.8699951171875,50594300,0.0201,190.52000045776367,196.8569450378418,40.0,0.04194168758997111
AMZN,2025-04-14,186.83999633789065,187.44000244140625,179.22999572753906,182.1199951171875,48002500,-0.0149,189.83899993896483,196.45864909404034,37.21,0.041989796692956126
AMZN,2025-04-15,181.41000366210935,182.3500061035156,177.92999267578125,179.58999633789062,43642000,-0.0139,189.17749938964843,196.01473717940482,38.06,0.0419751916079762
AMZN,2025-04-16,176.2899932861328,179.10000610351562,171.41000366210938,174.3300018310547,51875300,-0.0293,188.11699981689452,195.4587183243189,35.81,0.04218093202284404
AMZN,2025-04-17,176.0,176.2100067138672,172.0,172.61000061035156,44726500,-0.0099,187.0,194.88750038146972,38.61,0.04219283301574732
AMZN,2025-04-21,169.60000610351562,169.60000610351562,165.2899932861328,167.32000732421875,48126100,-0.0306,185.55550003051758,194.21512250202457,37.41,0.04246419513450188
AMZN,2025-04-22,169.85000610351562,176.77999877929688,169.35000610351562,173.17999267578125,56607200,0.035,184.05149993896484,193.7142860775902,40.01,0.04241668489986856
AMZN,2025-04-23,183.4499969482422,187.3800048828125,180.19000244140625,180.6000061035156,63470100,0.0428,182.79599990844727,193.40930282237917,42.19,0.04368609889704167
AMZN,2025-04-24,180.9199981689453,186.7400054931641,180.17999267578125,186.5399932861328,43763200,0.0329,182.06649932861328,193.25318215110084,54.67,0.04431501438564587
AMZN,2025-04-25,187.6199951171875,189.94000244140625,185.4900054931641,188.9900054931641,36414300,0.0131,181.4479995727539,193.1584448920356,60.96,0.044452262685882905
AMZN,2025-04-28,190.1100006103516,190.22000122070312,184.88999938964844,187.6999969482422,33224700,-0.0068,181.19699935913087,193.039782980214,57.87,0.043435874089221886
AMZN,2025-04-29,183.9900054931641,188.0200042724609,183.67999267578125,187.38999938964844,41667300,-0.0017,181.0534996032715,192.9195748187126,61.18,0.04334044270290985
AMZN,2025-04-30,182.1699981689453,185.0500030517578,178.85000610351562,184.4199981689453,55176500,-0.0158,180.66599960327147,192.74250030517578,44.17,0.0434146334170501
AMZN,2025-05-01,190.6300048828125,191.80999755859372,187.5,190.1999969482422,74266000,0.0313,180.3754997253418,192.6906124815649,58.44,0.043776728977848504
AMZN,2025-05-02,191.44000244140625,192.8800048828125,186.3999938964844,189.97999572753903,77903500,-0.0012,180.9539993286133,192.63640014648436,55.13,0.03843287518176129
AMZN,2025-05-05,186.50999450683597,188.17999267578125,185.52999877929688,186.3500061035156,35217500,-0.0191,181.72149963378905,192.0318002319336,54.17,0.03735390348093702
AMZN,2025-05-06,184.57000732421875,187.92999267578125,183.8500061035156,185.00999450683597,29314100,-0.0072,182.20899963378906,191.47779998779296,55.48,0.03714015099308934
AMZN,2025-05-07,185.55999755859372,190.9900054931641,185.00999450683597,188.7100067138672,43948600,0.02,183.11149978637695,190.99600006103515,65.0,0.03663986145400146
AMZN,2025-05-08,191.42999267578125,194.3300018310547,188.82000732421875,192.0800018310547,41043600,0.0179,183.1604995727539,190.55059997558592,69.64,0.02524276863620656
